,precision,recall,f1-score,support
0,0.9806618263055012,0.995746792372581,0.988146741233161,14107.0
1,0.9404761904761905,0.7738775510204081,0.8490819525302284,1225.0
accuracy,0.978019827811114,0.978019827811114,0.978019827811114,0.978019827811114
macro avg,0.9605690083908458,0.8848121716964945,0.9186143468816947,15332.0
weighted avg,0.9774510642463501,0.978019827811114,0.9770357076979997,15332.0
