,precision,recall,f1-score,support
0,0.8912515188335358,0.9191729323308271,0.904996915484269,1596.0
1,0.7965299684542587,0.7383040935672515,0.7663125948406677,684.0
accuracy,0.8649122807017544,0.8649122807017544,0.8649122807017544,0.8649122807017544
macro avg,0.8438907436438973,0.8287385129490392,0.8356547551624683,2280.0
weighted avg,0.8628350537197526,0.8649122807017544,0.8633916192911886,2280.0
