,precision,recall,f1-score,support
0,0.99126589275843,0.986918867035633,0.9890876036412897,454242.0
1,0.25097693180385733,0.33512876620097626,0.2870116765172265,5941.0
accuracy,0.9785042037624162,0.9785042037624162,0.9785042037624162,0.9785042037624162
macro avg,0.6211214122811437,0.6610238166183047,0.6380496400792581,460183.0
weighted avg,0.9817087019951226,0.9785042037624162,0.9800237462561971,460183.0
