,precision,recall,f1-score,support
0,0.9918397843476222,0.44414776715716825,0.6135476942456964,304858.0
1,0.025694983469886447,0.800465699444743,0.049791652739710764,5583.0
accuracy,0.45055582220132007,0.45055582220132007,0.45055582220132007,0.45055582220132007
macro avg,0.5087673839087543,0.6223067333009557,0.3316696734927036,310441.0
weighted avg,0.9744645458214598,0.45055582220132007,0.6034090528300073,310441.0
