,precision,recall,f1-score,support
0,0.9658034528552457,0.7739789809764533,0.8593161509489698,7517.0
1,0.1687866927592955,0.6261343012704175,0.2658959537572254,551.0
accuracy,0.7638820029747149,0.7638820029747149,0.7638820029747149,0.7638820029747149
macro avg,0.5672950728072707,0.7000566411234355,0.5626060523530976,8068.0
weighted avg,0.9113715943013453,0.7638820029747149,0.8187888172042189,8068.0
