,precision,recall,f1-score,support
0,0.9910246655323642,0.9834955816503097,0.9872457689388122,454242.0
1,0.20176746166950596,0.3189698703921899,0.2471792865062284,5941.0
accuracy,0.9749165006095402,0.9749165006095402,0.9749165006095402,0.9749165006095402
macro avg,0.5963960636009351,0.6512327260212498,0.6172125277225203,460183.0
weighted avg,0.9808352907659144,0.9749165006095402,0.9776914503913388,460183.0
