,precision,recall,f1-score,support
0,0.6867256637168142,0.696588868940754,0.6916221033868093,557.0
1,0.7014134275618374,0.6916376306620209,0.6964912280701754,574.0
accuracy,0.6940760389036251,0.6940760389036251,0.6940760389036251,0.6940760389036251
macro avg,0.6940695456393258,0.6941132498013874,0.6940566657284923,1131.0
weighted avg,0.6941799311324139,0.6940760389036251,0.6940932595037431,1131.0
