,precision,recall,f1-score,support
0,0.9681162428645563,0.9056292355191363,0.9358308084354997,51499.0
1,0.47876447876447875,0.744,0.5826155050900548,6000.0
accuracy,0.8887632828397015,0.8887632828397015,0.8887632828397015,0.8887632828397015
macro avg,0.7234403608145176,0.8248146177595681,0.7592231567627772,57499.0
weighted avg,0.9170525620248815,0.8887632828397015,0.8989729183839741,57499.0
