,precision,recall,f1-score,support
0,0.9553057785378083,0.9994181300262276,0.9768642114690016,115146.0
1,0.7481203007518797,0.035643919039942684,0.06804581979825611,5583.0
accuracy,0.9548492905598489,0.9548492905598489,0.9548492905598489,0.9548492905598489
macro avg,0.851713039644844,0.5175310245330851,0.5224550156336288,120729.0
weighted avg,0.9457246793613151,0.9548492905598489,0.9348367526090942,120729.0
