fold,AUROC,F1,F2,Recall,Precision,is_best
1,0.9478044663692575,0.5986722993361496,0.512033978291647,0.46698049764626764,0.8338136407300673,False
2,0.9518087639701052,0.6040106721748859,0.5171854734111544,0.4719569603227976,0.8386711281070746,True
3,0.9508363722491111,0.5964852121731676,0.5120694730644686,0.4679219905850706,0.8224586288416076,False
mean,0.9501498675294912,0.5997227278947344,0.5137629749224233,0.4689531495180453,0.8316477992262499,
