,precision,recall,f1-score,support
0,0.9917563730998995,0.44001141515066033,0.6095738831302799,304858.0
1,0.025504466706624426,0.8002865842736879,0.04943352805806337,5583.0
accuracy,0.446490637512442,0.446490637512442,0.446490637512442,0.446490637512442
macro avg,0.508630419903262,0.6201489997121741,0.32950370559417164,310441.0
weighted avg,0.974379208378121,0.446490637512442,0.5995002665578292,310441.0
