,precision,recall,f1-score,support
0,0.9750730158730159,0.9956239586642377,0.9852413319689879,154249.0
1,0.8386711281070746,0.4719569603227976,0.6040106721748859,7435.0
accuracy,0.9715432572177828,0.9715432572177828,0.9715432572177828,0.9715432572177828
macro avg,0.9068720719900452,0.7337904594935176,0.7946260020719369,161684.0
weighted avg,0.9688006077464247,0.9715432572177828,0.9677105314224332,161684.0
