,precision,recall,f1-score,support
0,0.9964924587863907,0.9766242695084222,0.9864583333333333,8727.0
1,0.9478794072560041,0.9919786096256684,0.9694277501959759,3740.0
accuracy,0.9812304483837331,0.9812304483837331,0.9812304483837331,0.9812304483837331
macro avg,0.9721859330211974,0.9843014395670453,0.9779430417646546,12467.0
weighted avg,0.9819089332611123,0.9812304483837331,0.9813492949974291,12467.0
