,precision,recall,f1-score,support
0,0.9912457254952434,0.9833789037561476,0.9872966440816949,454242.0
1,0.20909281374397654,0.33597037535768387,0.25776457674178344,5941.0
accuracy,0.9750208069398478,0.9750208069398478,0.9750208069398478,0.9750208069398478
macro avg,0.6001692696196099,0.6596746395569157,0.6225306104117392,460183.0
weighted avg,0.9811480677184149,0.9750208069398478,0.9778783256908234,460183.0
