,precision,recall,f1-score,support
0,0.9829047852588804,0.9944003402324922,0.9886191466121701,14108.0
1,0.9254716981132075,0.8008163265306123,0.8586433260393873,1225.0
accuracy,0.9789343246592317,0.9789343246592317,0.9789343246592317,0.9789343246592317
macro avg,0.9541882416860439,0.8976083333815523,0.9236312363257787,15333.0
weighted avg,0.9783162812640034,0.9789343246592317,0.9782349830302449,15333.0
