,precision,recall,f1-score,support
0,0.6802841918294849,0.6876122082585279,0.6839285714285714,557.0
1,0.6936619718309859,0.686411149825784,0.6900175131348512,574.0
accuracy,0.6870026525198939,0.6870026525198939,0.6870026525198939,0.6870026525198939
macro avg,0.6869730818302353,0.6870116790421559,0.6869730422817113,1131.0
weighted avg,0.6870736221750743,0.6870026525198939,0.6870188035589027,1131.0
