,precision,recall,f1-score,support
0,0.9700457765874598,0.9932641378550267,0.9815176655242001,154249.0
1,0.7224151749933209,0.3636852723604573,0.4838074789765611,7435.0
accuracy,0.9643131045743549,0.9643131045743549,0.9643131045743549,0.9643131045743549
macro avg,0.8462304757903903,0.678474705107742,0.7326625722503806,161684.0
weighted avg,0.9586585427062322,0.9643131045743549,0.9586305818487486,161684.0
