,precision,recall,f1-score,support
0,0.9100927801064381,0.7894274567477583,0.8454765212255122,48957.0
1,0.1506138254922963,0.3237690400283387,0.20558960805263454,5646.0
accuracy,0.7412779517608923,0.7412779517608923,0.7412779517608923,0.7412779517608923
macro avg,0.5303533027993672,0.5565982483880485,0.5255330646390733,54603.0
weighted avg,0.8315619635258208,0.7412779517608923,0.7793116308023841,54603.0
