,precision,recall,f1-score,support
0,0.9206691851052348,0.9347945205479452,0.9276780859162589,1825.0
1,0.8421750663129973,0.8120204603580563,0.8268229166666666,782.0
accuracy,0.8979670118910625,0.8979670118910625,0.8979670118910625,0.8979670118910625
macro avg,0.881422125709116,0.8734074904530007,0.8772505012914628,2607.0
weighted avg,0.8971239603658678,0.8979670118910625,0.8974254037708115,2607.0
