,precision,recall,f1-score,support
0,0.9630555764458149,0.9917712205700124,0.9772024876950666,51648.0
1,0.9014149849222918,0.6641599726542471,0.764810076756544,5851.0
accuracy,0.9584340597227778,0.9584340597227778,0.9584340597227778,0.9584340597227778
macro avg,0.9322352806840533,0.8279655966121298,0.8710062822258053,57499.0
weighted avg,0.9567831351685034,0.9584340597227778,0.9555897988413248,57499.0
