,precision,recall,f1-score,support
0,0.943545829368855,0.9510869565217391,0.9473013851297564,3128.0
1,0.797886393659181,0.7723785166240409,0.7849252761533463,782.0
accuracy,0.9153452685421994,0.9153452685421994,0.9153452685421994,0.9153452685421994
macro avg,0.8707161115140181,0.86173273657289,0.8661133306415514,3910.0
weighted avg,0.9144139422269202,0.9153452685421994,0.9148261633344743,3910.0
