,precision,recall,f1-score,support
0,0.9358442125962746,0.6634332403965304,0.7764383313317169,51648.0
1,0.16768015322001437,0.5985301657836267,0.26196888090963494,5851.0
accuracy,0.6568288144141637,0.6568288144141637,0.6568288144141637,0.6568288144141637
macro avg,0.5517621829081445,0.6309817030900786,0.519203606120676,57499.0
weighted avg,0.8576771503619662,0.6568288144141637,0.724086799054293,57499.0
