,precision,recall,f1-score,support
0,0.991591819429413,0.9782604867009216,0.9848810419591811,454242.0
1,0.18036188579017265,0.3657633395051338,0.24159208405136473,5941.0
accuracy,0.9703530986585771,0.9703530986585771,0.9703530986585771,0.9703530986585771
macro avg,0.5859768526097928,0.6720119131030277,0.613236563005273,460183.0
weighted avg,0.9811187749324396,0.9703530986585771,0.9752851209909351,460183.0
