,precision,recall,f1-score,support
0,0.9563511132468364,0.8890626163353436,0.9214801095805841,40293.0
1,0.477009477009477,0.7137605042016807,0.571849358300021,5712.0
accuracy,0.8672970329312031,0.8672970329312031,0.8672970329312031,0.8672970329312031
macro avg,0.7166802951281567,0.8014115602685121,0.7466647339403025,46005.0
weighted avg,0.8968358556403198,0.8672970329312031,0.8780698095846147,46005.0
