,precision,recall,f1-score,support
0,1.0,0.00018697229529813882,0.00037387468638800975,304858.0
1,0.01798739625753905,1.0,0.035339133517107796,5583.0
accuracy,0.018167703363924224,0.018167703363924224,0.018167703363924224,0.018167703363924224
macro avg,0.5089936981287695,0.500093486147649,0.017856504101747904,310441.0
weighted avg,0.9823393934219572,0.018167703363924224,0.0010026931738040036,310441.0
