,precision,recall,f1-score,support
0,0.9032572965434804,0.9260984128929469,0.9145352589962885,48957.0
1,0.1792196007259528,0.13992206872121857,0.1571513825343147,5646.0
accuracy,0.8448070618830468,0.8448070618830468,0.8448070618830468,0.8448070618830468
macro avg,0.5412384486347166,0.5330102408070827,0.5358433207653016,54603.0
weighted avg,0.8283911384462007,0.8448070618830468,0.8362210754073959,54603.0
