,precision,recall,f1-score,support
0,0.9677036234450858,0.8992216542750929,0.9322066217721621,51648.0
1,0.452451083526194,0.735088019142027,0.5601354431204011,5851.0
accuracy,0.8825196959947129,0.8825196959947129,0.8825196959947129,0.8825196959947129
macro avg,0.7100773534856399,0.8171548367085599,0.7461710324462816,57499.0
weighted avg,0.9152724053184151,0.8825196959947129,0.8943452943353117,57499.0
