,precision,recall,f1-score,support
0,0.7937625754527163,0.7366946778711485,0.7641646489104116,1071.0
1,0.5901162790697675,0.6644844517184942,0.6250962278675904,611.0
accuracy,0.7104637336504162,0.7104637336504162,0.7104637336504162,0.7104637336504162
macro avg,0.6919394272612419,0.7005895647948214,0.694630438389001,1682.0
weighted avg,0.7197864237939876,0.7104637336504162,0.7136469287813011,1682.0
