,precision,recall,f1-score,support
0,0.9027592170426854,0.9382927875482566,0.9201830911148726,48957.0
1,0.1876848615219145,0.12362734679419057,0.14906567004805124,5646.0
accuracy,0.8540556379686098,0.8540556379686098,0.8540556379686098,0.8540556379686098
macro avg,0.5452220392823,0.5309600671712236,0.5346243805814619,54603.0
weighted avg,0.8288198765069955,0.8540556379686098,0.840448846488327,54603.0
