,precision,recall,f1-score,support
0,0.9906716002050687,0.58315018795636,0.7341496149160661,304858.0
1,0.02984220049011749,0.7001612036539495,0.057244530357613566,5583.0
accuracy,0.585254525014415,0.585254525014415,0.585254525014415,0.585254525014415
macro avg,0.5102569003475931,0.6416556958051547,0.39569707263683984,310441.0
weighted avg,0.9733919543509173,0.585254525014415,0.7219760905198368,310441.0
