fold,AUROC,F1,F2,Recall,Precision,is_best
0,0.890353242048058,0.6938775510204082,0.6478658536585366,0.6204379562043796,0.7870370370370371,False
1,0.8997079229506515,0.7174089068825911,0.6738667477943413,0.6476608187134503,0.8039927404718693,False
2,0.8930830212715024,0.7304747320061256,0.7102441929720071,0.6973684210526315,0.7668810289389068,True
mean,0.894381395423404,0.7139203966363749,0.6773255981416284,0.6551557319901539,0.7859702688159377,
