,precision,recall,f1-score,support
0,0.9920772960578159,0.45839374397260363,0.6270542651311701,304858.0
1,0.02634154971105083,0.800107469102633,0.051003922061165885,5583.0
accuracy,0.46453915558834047,0.46453915558834047,0.46453915558834047,0.46453915558834047
macro avg,0.5092094228844334,0.6292506065376183,0.339029093596168,310441.0
weighted avg,0.9747094140066244,0.46453915558834047,0.6166945218454578,310441.0
