,precision,recall,f1-score,support
0,1.0,1.0,1.0,104783.0
1,1.0,1.0,1.0,7413.0
accuracy,1.0,1.0,1.0,1.0
macro avg,1.0,1.0,1.0,112196.0
weighted avg,1.0,1.0,1.0,112196.0
