,precision,recall,f1-score,support
0,0.9226023555804823,0.9018640350877193,0.9121153313002495,1824.0
1,0.7822384428223844,0.8233034571062741,0.8022457891453525,781.0
accuracy,0.8783109404990403,0.8783109404990403,0.8783109404990403,0.8783109404990403
macro avg,0.8524203992014334,0.8625837460969967,0.857180560222801,2605.0
weighted avg,0.8805201230031025,0.8783109404990403,0.8791755568576489,2605.0
