,precision,recall,f1-score,support
0,0.9748752016461951,0.9951312488249519,0.9848990866305425,154249.0
1,0.8224586288416076,0.4679219905850706,0.5964852121731676,7435.0
accuracy,0.970887657405804,0.970887657405804,0.970887657405804,0.970887657405804
macro avg,0.8986669152439013,0.7315266197050112,0.7906921494018551,161684.0
weighted avg,0.9678663620652712,0.970887657405804,0.9670379676788182,161684.0
