fold,AUROC,F1,F2,Recall,Precision,is_best
0,0.7960144343621904,0.47394957983193275,0.3987556561085973,0.36061381074168797,0.6911764705882353,True
1,0.7867829339973975,0.43127147766323026,0.3575498575498576,0.3209718670076726,0.6570680628272252,False
2,0.784806225711526,0.451505016722408,0.3814636903079966,0.34571062740076824,0.6506024096385542,False
mean,0.7892011980237047,0.45224202473919034,0.3792564013221505,0.34243210171670957,0.6662823143513382,
