fold,AUROC,F1,F2,Recall,Precision,is_best
0,0.8922167019365691,0.7412698412698413,0.7043740573152338,0.6817518248175183,0.8121739130434783,False
1,0.896208900460293,0.7459954233409611,0.7270294380017841,0.7149122807017544,0.7799043062200957,False
2,0.9052785472453063,0.7663125948406677,0.7492581602373887,0.7383040935672515,0.7965299684542587,True
mean,0.8979013832140561,0.7511926198171567,0.7268872185181356,0.7116560663621748,0.7962027292392775,
