,precision,recall,f1-score,support
0,0.9917734302437011,0.4413267816491612,0.6108381988395427,304858.0
1,0.02555740546849522,0.800107469102633,0.049532617012075446,5583.0
accuracy,0.4477791271127203,0.4477791271127203,0.4477791271127203,0.4477791271127203
macro avg,0.5086654178560982,0.6207171253758971,0.3301854079258091,310441.0
weighted avg,0.9743969108203003,0.4477791271127203,0.6007436267200651,310441.0
