,precision,recall,f1-score,support
0,0.9917577631149848,0.9774613531993959,0.984557662627947,454242.0
1,0.18023860997677957,0.37889244234977276,0.24427563754747694,5941.0
accuracy,0.969733779822375,0.969733779822375,0.969733779822375,0.969733779822375
macro avg,0.5859981865458822,0.6781768977745843,0.614416650087712,460183.0
weighted avg,0.9812809847707302,0.969733779822375,0.9750005614073389,460183.0
