,precision,recall,f1-score,support
0,0.9847565358985418,0.9660891300211902,0.9753335198870081,304858.0
1,0.09012497799683154,0.18341393516030807,0.1208616110947182,5583.0
accuracy,0.9520134260616349,0.9520134260616349,0.9520134260616349,0.9520134260616349
macro avg,0.5374407569476867,0.5747515325907492,0.5480975654908632,310441.0
weighted avg,0.9686673982274054,0.9520134260616349,0.9599666171042335,310441.0
