,precision,recall,f1-score,support
0,0.9098786828422877,0.958029197080292,0.9333333333333333,2740.0
1,0.7870370370370371,0.6204379562043796,0.6938775510204082,685.0
accuracy,0.8905109489051095,0.8905109489051095,0.8905109489051095,0.8905109489051095
macro avg,0.8484578599396624,0.7892335766423357,0.8136054421768708,3425.0
weighted avg,0.8853103536812376,0.8905109489051095,0.8854421768707484,3425.0
