,precision,recall,f1-score,support
0,0.9476599090629381,0.8879777044559054,0.9168485810676722,31217.0
1,0.5365756692287305,0.7256272401433692,0.6169434709736401,5580.0
accuracy,0.863358425958638,0.863358425958638,0.863358425958638,0.863358425958638
macro avg,0.7421177891458343,0.8068024722996373,0.7668960260206561,36797.0
weighted avg,0.8853219451453666,0.863358425958638,0.8713701313482739,36797.0
