,precision,recall,f1-score,support
0,0.9354955717437959,0.991414934170484,0.9626438569206843,31217.0
1,0.9278406031233172,0.6175627240143369,0.741553690553045,5580.0
accuracy,0.9347229393700573,0.9347229393700573,0.9347229393700573,0.9347229393700573
macro avg,0.9316680874335566,0.8044888290924104,0.8520987737368646,36797.0
weighted avg,0.9343347508914909,0.9347229393700573,0.9291171257107642,36797.0
