,precision,recall,f1-score,support
0,0.9907134654750611,0.5858038824633108,0.7362605876084012,304858.0
1,0.03002765401751421,0.7001612036539495,0.05758564557353624,5583.0
accuracy,0.5878604952309778,0.5878604952309778,0.5878604952309778,0.5878604952309778
macro avg,0.5103705597462876,0.6429825430586302,0.3969231165909687,310441.0
weighted avg,0.9734364019255703,0.5878604952309778,0.7240552339296646,310441.0
