,precision,recall,f1-score,support
0,0.9847572990628611,0.9671978429301511,0.9758985900575892,304858.0
1,0.09247663127325528,0.18251835930503313,0.12275629442235875,5583.0
accuracy,0.9530860936538667,0.9530860936538667,0.9530860936538667,0.9530860936538667
macro avg,0.5386169651680582,0.5748581011175922,0.549327442239974,310441.0
weighted avg,0.9687104400195344,0.9530860936538667,0.9605555991622774,310441.0
