,precision,recall,f1-score,support
0,0.9912040979184964,0.9789319349597791,0.985029794209512,454242.0
1,0.17250324254215305,0.33580205352634235,0.22792185536387524,5941.0
accuracy,0.970629075824183,0.970629075824183,0.970629075824183,0.970629075824183
macro avg,0.5818536702303247,0.6573669942430608,0.6064758247866936,460183.0
weighted avg,0.9806346032135836,0.970629075824183,0.9752554690721601,460183.0
