,precision,recall,f1-score,support
0,0.9098901098901099,0.9078947368421053,0.9088913282107574,1824.0
1,0.7862595419847328,0.7902813299232737,0.7882653061224489,782.0
accuracy,0.8726016884113584,0.8726016884113584,0.8726016884113584,0.8726016884113584
macro avg,0.8480748259374213,0.8490880333826896,0.8485783171666031,2606.0
weighted avg,0.8727914513705378,0.8726016884113584,0.8726942640230916,2606.0
