,precision,recall,f1-score,support
0,0.9955654101995566,0.9775409648218173,0.9864708603145236,8727.0
1,0.9497178040020523,0.9898395721925134,0.969363707776905,3740.0
accuracy,0.9812304483837331,0.9812304483837331,0.9812304483837331,0.9812304483837331
macro avg,0.9726416071008044,0.9836902685071653,0.9779172840457142,12467.0
weighted avg,0.9818114960920193,0.9812304483837331,0.9813388517727176,12467.0
