,precision,recall,f1-score,support
0,0.8505825908156271,0.746690734055355,0.7952579301505928,1662.0
1,0.4567741935483871,0.6188811188811189,0.5256124721603563,572.0
accuracy,0.7139659803043867,0.7139659803043867,0.7139659803043867,0.7139659803043867
macro avg,0.6536783921820071,0.682785926468237,0.6604352011554746,2234.0
weighted avg,0.74975071828346,0.7139659803043867,0.7262171056338447,2234.0
