,precision,recall,f1-score,support
0,0.9909328252893028,0.9893228719493133,0.9901271941710567,454242.0
1,0.27384338972900135,0.30786062952364923,0.28985736925515054,5941.0
accuracy,0.9805251389121284,0.9805251389121284,0.9805251389121284,0.9805251389121284
macro avg,0.6323881075091521,0.6485917507364813,0.6399922817131036,460183.0
weighted avg,0.9816751422878366,0.9805251389121284,0.9810866537125317,460183.0
